station_id,variable,flag_type,count,percentage
2657,temp,naught,0,0.0
2657,tmin,naught,0,0.0
2657,tmax,naught,0,0.0
2657,precip,naught,0,0.0
2657,snw_fall,naught,0,0.0
2657,snw_dpth,naught,0,0.0
2657,temp,range,0,0.0
2657,tmin,range,0,0.0
2657,tmax,range,0,0.0
2657,precip,range,0,0.0
2657,snw_fall,range,0,0.0
2657,snw_dpth,range,0,0.0
2657,temp,duplicate_years,0,0.0
2657,temp,duplicate_months_within_year,0,0.0
2657,temp,duplicate_months_across_years,0,0.0
2657,tmin,duplicate_years,0,0.0
2657,tmin,duplicate_months_within_year,0,0.0
2657,tmin,duplicate_months_across_years,0,0.0
2657,tmax,duplicate_years,0,0.0
2657,tmax,duplicate_months_within_year,0,0.0
2657,tmax,duplicate_months_across_years,0,0.0
2657,precip,duplicate_years,0,0.0
2657,precip,duplicate_months_within_year,0,0.0
2657,precip,duplicate_months_across_years,0,0.0
2657,snw_fall,duplicate_years,0,0.0
2657,snw_fall,duplicate_months_within_year,0,0.0
2657,snw_fall,duplicate_months_across_years,0,0.0
2657,snw_dpth,duplicate_years,0,0.0
2657,tmin_tmax,tmax_tmin_month_equal,0,0.0
2657,temp,missing,891,38.54
2657,tmin,missing,891,38.54
2657,tmax,missing,891,38.54
2657,precip,missing,458,19.81
2657,snw_fall,missing,0,
2657,snw_dpth,missing,0,
2657,temp,streak,0,0.0
2657,tmin,streak,0,0.0
2657,tmax,streak,0,0.0
2657,precip,streak,8,0.35
2657,snw_fall,streak,0,0.0
2657,snw_dpth,streak,0,0.0
2657,temp,gap,0,0.0
2657,tmin,gap,0,0.0
2657,tmax,gap,0,0.0
2657,precip,gap,0,0.0
2657,snw_dpth,gap,0,0.0
2657,temp,climatological,0,0.0
2657,tmin,climatological,0,0.0
2657,tmax,climatological,0,0.0
2657,precip,climatological,0,0.0
2657,temp,inttemp_tas_basic,0,0.0
2657,tmax,inttemp_tas_basic,0,0.0
2657,tmin,inttemp_tas_basic,0,0.0
2657,temp,inttemp_tas_spike,0,0.0
2657,tmax,inttemp_tas_spike,0,0.0
2657,tmin,inttemp_tas_spike,0,0.0
2657,temp,inttemp_tas_lag,0,0.0
2657,tmax,inttemp_tas_lag,0,0.0
2657,tmin,inttemp_tas_lag,0,0.0
2657,snw_fall,inttemp_snow_warm,0,0.0
2657,snw_dpth,inttemp_snow_warm,0,0.0
2657,snw_fall,inttemp_snw_fall_depth,0,0.0
2657,snw_dpth,inttemp_snw_fall_depth,0,0.0
2657,snwd_prev,inttemp_snw_fall_depth,0,0.0
2657,snw_fall,inttemp_snow_precip,0,0.0
2657,snw_dpth,inttemp_snow_precip,0,0.0
2657,precip,inttemp_snow_precip,0,0.0
2657,snwd_prev,inttemp_snow_precip,0,0.0
2698,temp,naught,0,0.0
2698,tmin,naught,0,0.0
2698,tmax,naught,0,0.0
2698,precip,naught,0,0.0
2698,snw_fall,naught,0,0.0
2698,snw_dpth,naught,0,0.0
2698,temp,range,0,0.0
2698,tmin,range,0,0.0
2698,tmax,range,0,0.0
2698,precip,range,0,0.0
2698,snw_fall,range,0,0.0
2698,snw_dpth,range,0,0.0
2698,temp,duplicate_years,0,0.0
2698,temp,duplicate_months_within_year,0,0.0
2698,temp,duplicate_months_across_years,0,0.0
2698,tmin,duplicate_years,0,0.0
2698,tmin,duplicate_months_within_year,0,0.0
2698,tmin,duplicate_months_across_years,0,0.0
2698,tmax,duplicate_years,0,0.0
2698,tmax,duplicate_months_within_year,0,0.0
2698,tmax,duplicate_months_across_years,0,0.0
2698,precip,duplicate_years,0,0.0
2698,precip,duplicate_months_within_year,0,0.0
2698,precip,duplicate_months_across_years,0,0.0
2698,snw_fall,duplicate_years,0,0.0
2698,snw_fall,duplicate_months_within_year,0,0.0
2698,snw_fall,duplicate_months_across_years,0,0.0
2698,snw_dpth,duplicate_years,0,0.0
2698,tmin_tmax,tmax_tmin_month_equal,0,0.0
2698,temp,missing,157,6.79
2698,tmin,missing,157,6.79
2698,tmax,missing,157,6.79
2698,precip,missing,157,6.79
2698,snw_fall,missing,46,3.57
2698,snw_dpth,missing,59,4.58
2698,temp,streak,48,2.08
2698,tmin,streak,50,2.16
2698,tmax,streak,50,2.16
2698,precip,streak,0,0.0
2698,snw_fall,streak,0,0.0
2698,snw_dpth,streak,0,0.0
2698,temp,gap,0,0.0
2698,tmin,gap,0,0.0
2698,tmax,gap,0,0.0
2698,precip,gap,0,0.0
2698,snw_dpth,gap,0,0.0
2698,temp,climatological,0,0.0
2698,tmin,climatological,0,0.0
2698,tmax,climatological,0,0.0
2698,precip,climatological,0,0.0
2698,temp,inttemp_tas_basic,2,0.09
2698,tmax,inttemp_tas_basic,2,0.09
2698,tmin,inttemp_tas_basic,2,0.09
2698,temp,inttemp_tas_spike,0,0.0
2698,tmax,inttemp_tas_spike,0,0.0
2698,tmin,inttemp_tas_spike,0,0.0
2698,temp,inttemp_tas_lag,0,0.0
2698,tmax,inttemp_tas_lag,0,0.0
2698,tmin,inttemp_tas_lag,0,0.0
2698,snw_fall,inttemp_snow_warm,0,0.0
2698,snw_dpth,inttemp_snow_warm,0,0.0
2698,snw_fall,inttemp_snw_fall_depth,1,0.04
2698,snw_dpth,inttemp_snw_fall_depth,1,0.04
2698,snwd_prev,inttemp_snw_fall_depth,1,0.04
2698,snw_fall,inttemp_snow_precip,0,0.0
2698,snw_dpth,inttemp_snow_precip,0,0.0
2698,precip,inttemp_snow_precip,0,0.0
2698,snwd_prev,inttemp_snow_precip,0,0.0
2742,temp,naught,0,0.0
2742,tmin,naught,0,0.0
2742,tmax,naught,0,0.0
2742,precip,naught,0,0.0
2742,snw_fall,naught,0,0.0
2742,snw_dpth,naught,0,0.0
2742,temp,range,0,0.0
2742,tmin,range,1,0.04
2742,tmax,range,0,0.0
2742,precip,range,0,0.0
2742,snw_fall,range,0,0.0
2742,snw_dpth,range,0,0.0
2742,temp,duplicate_years,0,0.0
2742,temp,duplicate_months_within_year,0,0.0
2742,temp,duplicate_months_across_years,0,0.0
2742,tmin,duplicate_years,0,0.0
2742,tmin,duplicate_months_within_year,0,0.0
2742,tmin,duplicate_months_across_years,0,0.0
2742,tmax,duplicate_years,0,0.0
2742,tmax,duplicate_months_within_year,0,0.0
2742,tmax,duplicate_months_across_years,0,0.0
2742,precip,duplicate_years,0,0.0
2742,precip,duplicate_months_within_year,0,0.0
2742,precip,duplicate_months_across_years,0,0.0
2742,snw_fall,duplicate_years,0,0.0
2742,snw_fall,duplicate_months_within_year,0,0.0
2742,snw_fall,duplicate_months_across_years,0,0.0
2742,snw_dpth,duplicate_years,0,0.0
2742,tmin_tmax,tmax_tmin_month_equal,0,0.0
2742,temp,missing,103,4.46
2742,tmin,missing,103,4.46
2742,tmax,missing,103,4.46
2742,precip,missing,104,4.5
2742,snw_fall,missing,27,1.8
2742,snw_dpth,missing,46,3.07
2742,temp,streak,0,0.0
2742,tmin,streak,0,0.0
2742,tmax,streak,0,0.0
