station_id,variable,flag_type,count,percentage
2654,temp,naught,0,0.0
2654,tmin,naught,0,0.0
2654,tmax,naught,0,0.0
2654,precip,naught,0,0.0
2654,snw_fall,naught,0,0.0
2654,snw_dpth,naught,0,0.0
2654,temp,range,0,0.0
2654,tmin,range,3,0.03
2654,tmax,range,0,0.0
2654,precip,range,2,0.02
2654,snw_fall,range,0,0.0
2654,snw_dpth,range,0,0.0
2654,temp,duplicate_years,0,0.0
2654,temp,duplicate_months_within_year,0,0.0
2654,temp,duplicate_months_across_years,0,0.0
2654,tmin,duplicate_years,0,0.0
2654,tmin,duplicate_months_within_year,0,0.0
2654,tmin,duplicate_months_across_years,0,0.0
2654,tmax,duplicate_years,0,0.0
2654,tmax,duplicate_months_within_year,0,0.0
2654,tmax,duplicate_months_across_years,0,0.0
2654,precip,duplicate_years,0,0.0
2654,precip,duplicate_months_within_year,0,0.0
2654,precip,duplicate_months_across_years,0,0.0
2654,snw_fall,duplicate_years,0,0.0
2654,snw_fall,duplicate_months_within_year,0,0.0
2654,snw_fall,duplicate_months_across_years,0,0.0
2654,snw_dpth,duplicate_years,0,0.0
2654,tmin_tmax,tmax_tmin_month_equal,0,0.0
2654,temp,missing,816,8.76
2654,tmin,missing,3809,40.88
2654,tmax,missing,3809,40.88
2654,precip,missing,1787,19.18
2654,snw_fall,missing,242,5.26
2654,snw_dpth,missing,257,5.58
2654,temp,streak,0,0.0
2654,tmin,streak,6,0.06
2654,tmax,streak,5,0.05
2654,precip,streak,11,0.12
2654,snw_fall,streak,0,0.0
2654,snw_dpth,streak,99,1.06
2654,temp,gap,0,0.0
2654,tmin,gap,0,0.0
2654,tmax,gap,0,0.0
2654,precip,gap,0,0.0
2654,snw_dpth,gap,0,0.0
2654,temp,climatological,6,0.06
2654,tmin,climatological,0,0.0
2654,tmax,climatological,1,0.01
2654,precip,climatological,0,0.0
2654,temp,inttemp_tas_basic,1,0.01
2654,tmax,inttemp_tas_basic,1,0.01
2654,tmin,inttemp_tas_basic,1,0.01
2654,temp,inttemp_tas_spike,0,0.0
2654,tmax,inttemp_tas_spike,0,0.0
2654,tmin,inttemp_tas_spike,0,0.0
2654,temp,inttemp_tas_lag,0,0.0
2654,tmax,inttemp_tas_lag,0,0.0
2654,tmin,inttemp_tas_lag,0,0.0
2654,snw_fall,inttemp_snow_warm,260,2.79
2654,snw_dpth,inttemp_snow_warm,102,1.09
2654,snw_fall,inttemp_snw_fall_depth,1,0.01
2654,snw_dpth,inttemp_snw_fall_depth,1,0.01
2654,snwd_prev,inttemp_snw_fall_depth,1,0.01
2654,snw_fall,inttemp_snow_precip,3,0.03
2654,snw_dpth,inttemp_snow_precip,0,0.0
2654,precip,inttemp_snow_precip,3,0.03
2654,snwd_prev,inttemp_snow_precip,0,0.0
2655,temp,naught,0,0.0
2655,tmin,naught,0,0.0
2655,tmax,naught,0,0.0
2655,precip,naught,0,0.0
2655,snw_fall,naught,0,0.0
2655,snw_dpth,naught,0,0.0
2655,temp,range,0,0.0
2655,tmin,range,0,0.0
2655,tmax,range,0,0.0
2655,precip,range,3,0.05
2655,snw_fall,range,1,0.02
2655,snw_dpth,range,0,0.0
2655,temp,duplicate_years,0,0.0
2655,temp,duplicate_months_within_year,0,0.0
2655,temp,duplicate_months_across_years,0,0.0
2655,tmin,duplicate_years,0,0.0
2655,tmin,duplicate_months_within_year,0,0.0
2655,tmin,duplicate_months_across_years,0,0.0
2655,tmax,duplicate_years,0,0.0
2655,tmax,duplicate_months_within_year,0,0.0
2655,tmax,duplicate_months_across_years,0,0.0
2655,precip,duplicate_years,0,0.0
2655,precip,duplicate_months_within_year,0,0.0
2655,precip,duplicate_months_across_years,0,0.0
2655,snw_fall,duplicate_years,0,0.0
2655,snw_fall,duplicate_months_within_year,0,0.0
2655,snw_fall,duplicate_months_across_years,0,0.0
2655,snw_dpth,duplicate_years,0,0.0
2655,tmin_tmax,tmax_tmin_month_equal,0,0.0
2655,temp,missing,398,6.38
2655,tmin,missing,3386,54.25
2655,tmax,missing,3386,54.25
2655,precip,missing,1432,22.94
2655,snw_fall,missing,71,4.06
2655,snw_dpth,missing,82,4.69
2655,temp,streak,0,0.0
2655,tmin,streak,0,0.0
2655,tmax,streak,0,0.0
2655,precip,streak,5,0.08
2655,snw_fall,streak,0,0.0
2655,snw_dpth,streak,0,0.0
2655,temp,gap,0,0.0
2655,tmin,gap,0,0.0
2655,tmax,gap,0,0.0
2655,precip,gap,0,0.0
2655,snw_dpth,gap,0,0.0
2655,temp,climatological,1,0.02
2655,tmin,climatological,0,0.0
2655,tmax,climatological,0,0.0
2655,precip,climatological,0,0.0
2655,temp,inttemp_tas_basic,0,0.0
2655,tmax,inttemp_tas_basic,0,0.0
2655,tmin,inttemp_tas_basic,0,0.0
2655,temp,inttemp_tas_spike,0,0.0
2655,tmax,inttemp_tas_spike,0,0.0
2655,tmin,inttemp_tas_spike,0,0.0
2655,temp,inttemp_tas_lag,0,0.0
2655,tmax,inttemp_tas_lag,0,0.0
2655,tmin,inttemp_tas_lag,0,0.0
2655,snw_fall,inttemp_snow_warm,119,1.91
2655,snw_dpth,inttemp_snow_warm,61,0.98
2655,snw_fall,inttemp_snw_fall_depth,0,0.0
2655,snw_dpth,inttemp_snw_fall_depth,0,0.0
2655,snwd_prev,inttemp_snw_fall_depth,0,0.0
2655,snw_fall,inttemp_snow_precip,0,0.0
2655,snw_dpth,inttemp_snow_precip,0,0.0
2655,precip,inttemp_snow_precip,0,0.0
2655,snwd_prev,inttemp_snow_precip,0,0.0
2657,temp,naught,0,0.0
2657,tmin,naught,0,0.0
2657,tmax,naught,0,0.0
2657,precip,naught,0,0.0
2657,snw_fall,naught,0,0.0
2657,snw_dpth,naught,0,0.0
2657,temp,range,0,0.0
2657,tmin,range,0,0.0
2657,tmax,range,0,0.0
2657,precip,range,0,0.0
2657,snw_fall,range,0,0.0
2657,snw_dpth,range,0,0.0
2657,temp,duplicate_years,0,0.0
2657,temp,duplicate_months_within_year,0,0.0
2657,temp,duplicate_months_across_years,0,0.0
2657,tmin,duplicate_years,0,0.0
2657,tmin,duplicate_months_within_year,0,0.0
2657,tmin,duplicate_months_across_years,0,0.0
2657,tmax,duplicate_years,0,0.0
2657,tmax,duplicate_months_within_year,0,0.0
2657,tmax,duplicate_months_across_years,0,0.0
2657,precip,duplicate_years,0,0.0
2657,precip,duplicate_months_within_year,0,0.0
2657,precip,duplicate_months_across_years,0,0.0
2657,snw_fall,duplicate_years,0,0.0
2657,snw_fall,duplicate_months_within_year,0,0.0
2657,snw_fall,duplicate_months_across_years,0,0.0
2657,snw_dpth,duplicate_years,0,0.0
2657,tmin_tmax,tmax_tmin_month_equal,0,0.0
2657,temp,missing,3133,26.31
2657,tmin,missing,6484,54.46
2657,tmax,missing,6375,53.54
2657,precip,missing,3111,26.13
2657,snw_fall,missing,0,
2657,snw_dpth,missing,0,
2657,temp,streak,0,0.0
2657,tmin,streak,0,0.0
2657,tmax,streak,0,0.0
2657,precip,streak,19,0.16
2657,snw_fall,streak,0,0.0
2657,snw_dpth,streak,0,0.0
2657,temp,gap,3,0.03
2657,tmin,gap,5,0.04
2657,tmax,gap,3,0.03
2657,precip,gap,0,0.0
2657,snw_dpth,gap,0,0.0
2657,temp,climatological,5,0.04
2657,tmin,climatological,5,0.04
2657,tmax,climatological,3,0.03
2657,precip,climatological,0,0.0
2657,temp,inttemp_tas_basic,0,0.0
2657,tmax,inttemp_tas_basic,0,0.0
2657,tmin,inttemp_tas_basic,0,0.0
2657,temp,inttemp_tas_spike,4,0.03
2657,tmax,inttemp_tas_spike,4,0.03
2657,tmin,inttemp_tas_spike,4,0.03
2657,temp,inttemp_tas_lag,0,0.0
2657,tmax,inttemp_tas_lag,0,0.0
2657,tmin,inttemp_tas_lag,0,0.0
2657,snw_fall,inttemp_snow_warm,0,0.0
2657,snw_dpth,inttemp_snow_warm,0,0.0
2657,snw_fall,inttemp_snw_fall_depth,0,0.0
2657,snw_dpth,inttemp_snw_fall_depth,0,0.0
2657,snwd_prev,inttemp_snw_fall_depth,0,0.0
2657,snw_fall,inttemp_snow_precip,0,0.0
2657,snw_dpth,inttemp_snow_precip,0,0.0
2657,precip,inttemp_snow_precip,0,0.0
2657,snwd_prev,inttemp_snow_precip,0,0.0
2658,temp,naught,0,0.0
2658,tmin,naught,0,0.0
2658,tmax,naught,0,0.0
2658,precip,naught,0,0.0
2658,snw_fall,naught,0,0.0
2658,snw_dpth,naught,0,0.0
2658,temp,range,0,0.0
2658,tmin,range,0,0.0
2658,tmax,range,0,0.0
2658,precip,range,0,0.0
2658,snw_fall,range,0,0.0
2658,snw_dpth,range,0,0.0
2658,temp,duplicate_years,0,0.0
2658,temp,duplicate_months_within_year,0,0.0
2658,temp,duplicate_months_across_years,0,0.0
2658,tmin,duplicate_years,0,0.0
2658,tmin,duplicate_months_within_year,0,0.0
2658,tmin,duplicate_months_across_years,0,0.0
2658,tmax,duplicate_years,0,0.0
2658,tmax,duplicate_months_within_year,0,0.0
2658,tmax,duplicate_months_across_years,0,0.0
2658,precip,duplicate_years,0,0.0
2658,precip,duplicate_months_within_year,0,0.0
2658,precip,duplicate_months_across_years,0,0.0
2658,snw_fall,duplicate_years,0,0.0
2658,snw_fall,duplicate_months_within_year,0,0.0
2658,snw_fall,duplicate_months_across_years,0,0.0
2658,snw_dpth,duplicate_years,0,0.0
2658,tmin_tmax,tmax_tmin_month_equal,0,0.0
2658,temp,missing,6159,43.74
2658,tmin,missing,8813,62.59
2658,tmax,missing,8806,62.54
2658,precip,missing,12733,90.43
2658,snw_fall,missing,0,
2658,snw_dpth,missing,0,
2658,temp,streak,0,0.0
2658,tmin,streak,7,0.05
2658,tmax,streak,5,0.04
2658,precip,streak,1184,8.41
2658,snw_fall,streak,0,0.0
2658,snw_dpth,streak,0,0.0
2658,temp,gap,7,0.05
2658,tmin,gap,2,0.01
2658,tmax,gap,1,0.01
2658,precip,gap,0,0.0
2658,snw_dpth,gap,0,0.0
2658,temp,climatological,9,0.06
2658,tmin,climatological,4,0.03
2658,tmax,climatological,2,0.01
2658,precip,climatological,0,0.0
2658,temp,inttemp_tas_basic,0,0.0
2658,tmax,inttemp_tas_basic,0,0.0
2658,tmin,inttemp_tas_basic,0,0.0
2658,temp,inttemp_tas_spike,2,0.01
2658,tmax,inttemp_tas_spike,2,0.01
2658,tmin,inttemp_tas_spike,2,0.01
2658,temp,inttemp_tas_lag,0,0.0
2658,tmax,inttemp_tas_lag,0,0.0
2658,tmin,inttemp_tas_lag,0,0.0
2658,snw_fall,inttemp_snow_warm,0,0.0
2658,snw_dpth,inttemp_snow_warm,0,0.0
2658,snw_fall,inttemp_snw_fall_depth,0,0.0
2658,snw_dpth,inttemp_snw_fall_depth,0,0.0
2658,snwd_prev,inttemp_snw_fall_depth,0,0.0
2658,snw_fall,inttemp_snow_precip,0,0.0
2658,snw_dpth,inttemp_snow_precip,0,0.0
2658,precip,inttemp_snow_precip,0,0.0
2658,snwd_prev,inttemp_snow_precip,0,0.0
2659,temp,naught,0,0.0
2659,tmin,naught,0,0.0
2659,tmax,naught,0,0.0
2659,precip,naught,0,0.0
2659,snw_fall,naught,0,0.0
2659,snw_dpth,naught,0,0.0
2659,temp,range,0,0.0
2659,tmin,range,0,0.0
2659,tmax,range,0,0.0
2659,precip,range,1,0.02
2659,snw_fall,range,0,0.0
2659,snw_dpth,range,0,0.0
2659,temp,duplicate_years,0,0.0
2659,temp,duplicate_months_within_year,0,0.0
2659,temp,duplicate_months_across_years,0,0.0
2659,tmin,duplicate_years,0,0.0
2659,tmin,duplicate_months_within_year,0,0.0
2659,tmin,duplicate_months_across_years,0,0.0
2659,tmax,duplicate_years,0,0.0
2659,tmax,duplicate_months_within_year,0,0.0
2659,tmax,duplicate_months_across_years,0,0.0
2659,precip,duplicate_years,0,0.0
