"Date Time, PST",Day,"Rain, mm","Pressure, mbar","Temp, °C","RH, %","DewPt, °C","Wind Speed, m/s","Gust Speed, m/s","Wind Direction, ø","Solar Radiation, W/m²","Wetness, %","Snow depth, cm","Water Content, m³/m³ 15 cm","WC_cal, m³/m³","Soil Temp, °C","Sfc Temp, °C","Water Content, m³/m³ 5 cm","Water Content, m³/m³ 30 cm","Temp 2, °C","RH 2, %","DewPt 2, °C","Temp 30 cm, °C","RH 30 cm, %","DewPt 30 cm, °C",Comments
2023-09-20 14:00,2023-09-20,,914.85,10.159,72.99,5.546,0,0,153,13.1,0,NAN,0.1426,0.1682,7.393,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,"Station installed, will probably add redundant temp/RH later"
2023-09-20 15:00,2023-09-20,0,914.65,10.319,72.305,5.564,0,0,29.5,9.4,0.59,NAN,0.1318,0.1546,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,Soil moisture calibration will be done once samples processed
2023-09-20 16:00,2023-09-20,0,914.25,11.1,67.716,5.369,0,0,26.7,5.6,0.59,NAN,0.1267,0.1482,7.217,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 17:00,2023-09-20,0,913.95,11.15,67.208,5.309,0,0,26.7,1.9,0.59,NAN,0.123,0.1435,7.192,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 18:00,2023-09-20,0,913.85,10.622,68.737,5.127,0,0,26.7,0.6,0.59,NAN,0.1209,0.1409,7.167,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 19:00,2023-09-20,0,914.15,8.764,74.855,4.56,0,0,25.3,0.6,0.59,NAN,0.1187,0.1381,7.167,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 20:00,2023-09-20,0,914.25,7.614,78.598,4.141,0,0,23.9,0.6,0.59,NAN,0.1165,0.1353,7.167,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 21:00,2023-09-20,0,914.25,7.003,77.995,3.437,0,0,22.5,0.6,0.59,NAN,0.115,0.1334,7.167,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 22:00,2023-09-20,0,913.95,6.73,78.911,3.336,0,0,22.5,0.6,0.59,NAN,0.1136,0.1317,7.192,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-20 23:00,2023-09-20,0,914.05,6.78,78.154,3.249,0,0,22.5,0.6,0.59,NAN,0.1129,0.1308,7.217,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 0:00,2023-09-21,0,913.85,6.711,82.02,3.866,0,0,22.5,0.6,0.59,NAN,0.1114,0.1289,7.217,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 1:00,2023-09-21,0,913.85,6.483,82.448,3.717,0,0,21.1,0.6,0.59,NAN,0.1107,0.1280,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 2:00,2023-09-21,0,913.75,6.512,81.665,3.61,0,0,19.7,0.6,0.59,NAN,0.11,0.1271,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 3:00,2023-09-21,0,913.35,6.507,82.472,3.744,0,0,19.7,0.6,0.59,NAN,0.1085,0.1252,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 4:00,2023-09-21,0,913.35,6.681,83.305,4.058,0,0,19.7,0.6,0.59,NAN,0.1078,0.1243,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 5:00,2023-09-21,0,913.35,6.888,83.166,4.237,0,0,19.7,0.6,0.59,NAN,0.1071,0.1235,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 6:00,2023-09-21,0,913.25,6.85,84.254,4.385,0,0,19.7,0.6,1.18,NAN,0.1063,0.1225,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 7:00,2023-09-21,0,912.95,6.665,84.778,4.292,0,0,19.7,0.6,1.18,NAN,0.1056,0.1216,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 8:00,2023-09-21,0,912.85,7.083,84.724,4.693,0,0,19.7,0.6,1.18,NAN,0.1049,0.1207,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 9:00,2023-09-21,0,912.65,8.276,82.374,5.459,0,0,19.7,6.9,1.18,NAN,0.1034,0.1188,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 10:00,2023-09-21,0,912.35,9.695,79.21,6.279,0,0,25.3,9.4,1.18,NAN,0.1034,0.1188,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 11:00,2023-09-21,0,912.15,11.504,72.306,6.706,0,0,147.4,15.6,1.18,NAN,0.102,0.1170,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 12:00,2023-09-21,0,911.85,12.569,68.064,6.848,0,0,147.4,11.9,1.18,NAN,0.1012,0.1160,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 13:00,2023-09-21,0,911.55,14.153,65.962,7.901,0,0,355.2,20.6,1.18,NAN,0.1005,0.1151,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 14:00,2023-09-21,0,911.05,16.647,58.264,8.43,0,0.33,212,23.1,1.18,NAN,0.0991,0.1134,7.242,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 15:00,2023-09-21,0,910.45,17.555,54.783,8.37,0,0,252.7,19.4,1.18,NAN,0.0983,0.1124,7.268,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 16:00,2023-09-21,0,909.95,16.861,58.25,8.627,0,0,331.3,9.4,1.18,NAN,0.0983,0.1124,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 17:00,2023-09-21,0,909.35,15.483,64.868,8.919,0,0,345.4,1.9,1.18,NAN,0.0976,0.1115,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 18:00,2023-09-21,0,909.25,14.451,68.07,8.649,0,0,344,0.6,1.18,NAN,0.0969,0.1106,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 19:00,2023-09-21,0,908.95,12.692,72.798,7.95,0,0,342.6,0.6,1.18,NAN,0.0962,0.1097,7.393,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 20:00,2023-09-21,0,908.75,11.612,75.703,7.481,0,0,335.5,0.6,1.18,NAN,0.0962,0.1097,7.444,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 21:00,2023-09-21,0,908.55,10.574,78.849,7.068,0,0,334.1,0.6,1.18,NAN,0.0954,0.1087,7.494,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 22:00,2023-09-21,0,908.35,9.33,83.095,6.617,0,0,334.1,0.6,1.18,NAN,0.0954,0.1087,7.544,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-21 23:00,2023-09-21,0,908.05,8.274,85.969,6.074,0,0,334.1,0.6,1.18,NAN,0.0947,0.1078,7.594,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 0:00,2023-09-22,0,907.85,7.909,87.912,6.038,0,0,334.1,0.6,1.18,NAN,0.094,0.1069,7.645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 1:00,2023-09-22,0,907.45,7.121,89.676,5.547,0,0,334.1,0.6,1.18,NAN,0.094,0.1069,7.67,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 2:00,2023-09-22,0,906.95,6.764,90.765,5.367,0,0,334.1,0.6,1.18,NAN,0.0933,0.1061,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 3:00,2023-09-22,0,906.25,6.689,91.534,5.414,0,0,334.1,0.6,1.76,NAN,0.0925,0.1051,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 4:00,2023-09-22,0,905.65,7.105,92.573,5.99,0,0,334.1,0.6,1.76,NAN,0.0925,0.1051,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 5:00,2023-09-22,0,905.15,6.92,92.831,5.846,0,0,334.1,0.6,1.76,NAN,0.0918,0.1042,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 6:00,2023-09-22,0,904.65,6.526,92.988,5.48,0,0,332.7,0.6,1.76,NAN,0.0918,0.1042,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 7:00,2023-09-22,0,904.05,6.057,93.829,5.143,0,0,332.7,0.6,1.76,NAN,0.0911,0.1033,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 8:00,2023-09-22,0,904.05,6.697,94.095,5.82,0,0,328.5,0.6,1.76,NAN,0.0904,0.1024,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 9:00,2023-09-22,0,903.75,7.234,93.33,6.236,0,0,303.2,3.1,1.76,NAN,0.0904,0.1024,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 10:00,2023-09-22,0,903.45,8.03,93.013,6.977,0,0,303.2,4.4,2.35,NAN,0.0896,0.1014,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 11:00,2023-09-22,0,903.05,9.537,91.13,8.172,0,0,313.1,9.4,1.76,NAN,0.0896,0.1014,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 12:00,2023-09-22,0,902.45,12.778,78.401,9.129,0,0.33,203.6,13.1,1.76,NAN,0.0882,0.0996,7.67,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 13:00,2023-09-22,0,902.25,14.893,62.736,7.866,0,0.33,182.5,16.9,1.18,NAN,0.0882,0.0996,7.67,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 14:00,2023-09-22,0,902.05,14.971,59.034,7.05,0,0.33,169.9,13.1,1.18,NAN,0.0874,0.0986,7.645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 15:00,2023-09-22,0,901.75,14.923,51.449,5.015,0,0,169.9,9.4,1.18,NAN,0.0867,0.0977,7.645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 16:00,2023-09-22,0,901.75,14.354,58.941,6.447,0,0,137.6,8.1,1.18,NAN,0.0867,0.0977,7.645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 17:00,2023-09-22,0,902.05,13.019,68.421,7.355,0,0,7,1.9,1.18,NAN,0.0867,0.0977,7.67,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 18:00,2023-09-22,0,902.15,12.062,70.863,6.949,0,0,0,0.6,1.18,NAN,0.086,0.0969,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 19:00,2023-09-22,0,902.15,11.218,71.221,6.211,0,0,0,0.6,1.18,NAN,0.086,0.0969,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 20:00,2023-09-22,0,902.15,10.464,75.479,6.326,0,0,0,0.6,1.18,NAN,0.086,0.0969,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 21:00,2023-09-22,0,902.25,9.893,77.575,6.169,0,0,0,0.6,1.18,NAN,0.0853,0.0960,7.77,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 22:00,2023-09-22,0,902.05,9.389,79.702,6.07,0,0,2.8,0.6,1.18,NAN,0.0845,0.0950,7.795,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-22 23:00,2023-09-22,0,901.85,8.947,81.566,5.973,0,0,0,0.6,1.18,NAN,0.0845,0.0950,7.82,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 0:00,2023-09-23,0,901.45,8.657,83.259,5.986,0,0,0,0.6,1.76,NAN,0.0845,0.0950,7.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 1:00,2023-09-23,0,901.45,8.263,83.897,5.71,0,0,0,0.6,1.76,NAN,0.0838,0.0941,7.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 2:00,2023-09-23,0,901.35,7.965,85.548,5.699,0,0,0,0.6,1.76,NAN,0.0838,0.0941,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 3:00,2023-09-23,0,900.95,7.252,86.322,5.127,0,0,0,0.6,1.76,NAN,0.0831,0.0932,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 4:00,2023-09-23,0,900.75,6.933,85.873,4.739,0,0,0,0.6,1.76,NAN,0.0831,0.0932,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 5:00,2023-09-23,0,900.55,6.309,88.45,4.547,0,0,0,0.6,1.76,NAN,0.0831,0.0932,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 6:00,2023-09-23,0,900.25,5.839,90.013,4.333,0,0,0,0.6,1.76,NAN,0.0824,0.0923,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 7:00,2023-09-23,0,900.35,4.987,92.953,3.946,0,0,0,0.6,1.76,NAN,0.0824,0.0923,7.87,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 8:00,2023-09-23,0,900.25,4.638,96.17,4.083,0,0,0,1.9,1.76,NAN,0.0824,0.0923,7.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 9:00,2023-09-23,0,900.05,5.692,94.597,4.897,0,0,0,9.4,1.76,NAN,0.0816,0.0913,7.845,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 10:00,2023-09-23,0,899.85,7.349,90.426,5.892,0,0,0,9.4,1.76,NAN,0.0816,0.0913,7.82,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 11:00,2023-09-23,0,899.35,9.113,79.335,5.734,0,0,0,11.9,1.18,NAN,0.0809,0.0904,7.82,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 12:00,2023-09-23,0,898.85,10.73,61.964,3.748,0,0,0,16.9,1.18,NAN,0.0809,0.0904,7.795,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 13:00,2023-09-23,0,898.35,11.303,59.629,3.744,0,0,0,11.9,1.18,NAN,0.0802,0.0896,7.77,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 14:00,2023-09-23,0,897.75,11.494,61.715,4.414,0,0,0,9.4,1.18,NAN,0.0802,0.0896,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 15:00,2023-09-23,0,897.55,11.625,61.34,4.45,0,0,0,5.6,1.18,NAN,0.0795,0.0887,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 16:00,2023-09-23,0,897.95,8.974,85.765,6.728,0,0,207.8,0.6,32.35,NAN,0.0787,0.0877,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 17:00,2023-09-23,0,897.95,7.708,95.239,7.002,0,0,196.5,0.6,33.53,NAN,0.0787,0.0877,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 18:00,2023-09-23,0,897.95,7.472,94.71,6.686,0,0,196.5,0.6,33.53,NAN,0.0787,0.0877,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 19:00,2023-09-23,0,897.95,7.089,95.921,6.489,0,0,196.5,0.6,32.94,NAN,0.0787,0.0877,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 20:00,2023-09-23,0,898.05,6.767,96.591,6.269,0,0,196.5,0.6,32.35,NAN,0.078,0.0868,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 21:00,2023-09-23,0,898.35,6.62,97.655,6.281,0,0,196.5,0.6,32.94,NAN,0.078,0.0868,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 22:00,2023-09-23,0,898.95,6.295,97.736,5.968,0,0,242.9,0.6,32.94,NAN,0.0773,0.0859,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-23 23:00,2023-09-23,0,899.45,5.228,97.421,4.856,0,0,263.9,0.6,32.35,NAN,0.0773,0.0859,7.745,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 0:00,2023-09-24,0,900.35,4.437,97.403,4.064,0,0,233.1,0.6,31.76,NAN,0.0773,0.0859,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 1:00,2023-09-24,0,901.05,3.96,97.807,3.646,0,0,233.1,0.6,30.59,NAN,0.0773,0.0859,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 2:00,2023-09-24,0,901.75,4,97.107,3.584,0,0,233.1,0.6,29.41,NAN,0.0773,0.0859,7.72,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 3:00,2023-09-24,0,902.35,4.008,97.363,3.63,0,0,233.1,0.6,28.24,NAN,0.0773,0.0859,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 4:00,2023-09-24,0,902.75,3.861,97.012,3.432,0,0,233.1,0.6,27.65,NAN,0.0773,0.0859,7.695,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 5:00,2023-09-24,0,902.95,3.727,96.214,3.181,0,0,233.1,0.6,25.88,NAN,0.0773,0.0859,7.67,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 6:00,2023-09-24,0,903.15,2.853,96.817,2.397,0,0,233.1,0.6,25.29,NAN,0.0773,0.0859,7.645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 7:00,2023-09-24,0,903.35,1.847,97.398,1.477,0,0,233.1,0.6,24.12,NAN,0.0773,0.0859,7.619,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 8:00,2023-09-24,0,903.85,2.314,99.464,2.237,0,0,233.1,1.9,24.12,NAN,0.0766,0.0850,7.594,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 9:00,2023-09-24,0,904.15,3.528,98.973,3.382,0,0,233.1,5.6,22.94,NAN,0.0766,0.0850,7.569,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 10:00,2023-09-24,0,904.15,4.842,95.186,4.14,0,0,233.1,8.1,18.82,NAN,0.0766,0.0850,7.544,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 11:00,2023-09-24,0,904.15,5.74,91.342,4.444,0,0,233.1,14.4,14.12,NAN,0.0766,0.0850,7.494,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 12:00,2023-09-24,0,904.35,6.494,88.992,4.817,0,0,233.1,14.4,8.82,NAN,0.0766,0.0850,7.469,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 13:00,2023-09-24,0,904.05,7.689,81.758,4.777,0,0,237.3,29.4,4.12,NAN,0.0758,0.0840,7.419,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 14:00,2023-09-24,0,903.55,8.622,77.848,4.984,0,0,231.6,15.6,2.94,NAN,0.0758,0.0840,7.393,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 15:00,2023-09-24,0,903.15,9.183,70.434,4.096,0,0,91.3,9.4,2.35,NAN,0.0758,0.0840,7.368,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 16:00,2023-09-24,0,902.55,9.421,67.648,3.75,0,0,50.5,5.6,2.35,NAN,0.0751,0.0831,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 17:00,2023-09-24,0,901.85,9.577,68.374,4.051,0,0,18.3,1.9,2.35,NAN,0.0751,0.0831,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 18:00,2023-09-24,0,901.55,9.681,67.35,3.936,0,0,22.5,0.6,2.35,NAN,0.0751,0.0831,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 19:00,2023-09-24,0,901.05,9.365,68.316,3.836,0,0,22.5,0.6,2.35,NAN,0.0751,0.0831,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 20:00,2023-09-24,0,900.75,8.108,71.699,3.315,0,0,21.1,0.6,2.35,NAN,0.0751,0.0831,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 21:00,2023-09-24,0,900.45,7.301,70.741,2.348,0,0,19.7,0.6,2.35,NAN,0.0751,0.0831,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 22:00,2023-09-24,0,899.95,6.488,72.12,1.836,0,0,19.7,0.6,2.35,NAN,0.0751,0.0831,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-24 23:00,2023-09-24,0,899.35,6.558,69.95,1.477,0,0,171.3,0.6,1.76,NAN,0.0751,0.0831,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 0:00,2023-09-25,0,898.25,6.864,67.987,1.374,0,0,143.2,0.6,2.35,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 1:00,2023-09-25,0,897.85,6.689,69.718,1.557,0,0,139,0.6,1.76,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 2:00,2023-09-25,0,897.45,7.215,67.434,1.596,0,0,161.5,0.6,2.35,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 3:00,2023-09-25,0,896.85,7.116,67.543,1.524,0,0,193.7,0.6,1.76,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 4:00,2023-09-25,0,896.25,7.105,71.322,2.275,0,0,192.3,0.6,2.94,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 5:00,2023-09-25,0,895.95,7.303,75.923,3.347,0,0,168.5,0.6,12.94,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 6:00,2023-09-25,0,895.65,6.164,90.654,4.756,0,0,168.5,0.6,16.47,NAN,0.0744,0.0822,7.343,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 7:00,2023-09-25,0,895.45,5.874,94.031,4.992,0,0,168.5,0.6,25.88,NAN,0.0736,0.0812,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 8:00,2023-09-25,0,895.55,5.939,96.059,5.363,0,0,168.5,0.6,28.82,NAN,0.0736,0.0812,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 9:00,2023-09-25,0,895.35,6.244,97.209,5.839,0,0,168.5,0.6,28.24,NAN,0.0736,0.0812,7.318,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 10:00,2023-09-25,0,895.15,6.88,97.206,6.474,0,0,168.5,1.9,27.06,NAN,0.0736,0.0812,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 11:00,2023-09-25,0,894.85,7.461,97.017,7.025,0,0,168.5,0.6,25.88,NAN,0.0736,0.0812,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 12:00,2023-09-25,0,894.55,7.488,96.304,6.945,0,0,168.5,3.1,27.06,NAN,0.0729,0.0804,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 13:00,2023-09-25,0,894.15,7.716,97.662,7.377,0,0,168.5,1.9,26.47,NAN,0.0729,0.0804,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 14:00,2023-09-25,0,893.75,7.665,97.548,7.309,0,0,168.5,0.6,36.47,NAN,0.0729,0.0804,7.268,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 15:00,2023-09-25,0,893.15,7.882,98.737,7.703,0,0,168.5,1.9,37.65,NAN,0.0729,0.0804,7.268,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 16:00,2023-09-25,0,892.25,7.77,99.26,7.668,0,0,199.4,0.6,39.41,NAN,0.0722,0.0795,7.268,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 17:00,2023-09-25,2,893.35,6.475,98.602,6.276,0,0,266.7,0.6,22.35,NAN,0.0577,0.0612,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 18:00,2023-09-25,3,893.65,5.18,99.722,5.143,0,0,240.1,0.6,49.41,NAN,0.0591,0.0630,7.268,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 19:00,2023-09-25,1.4,893.65,4.77,99.997,4.772,0,0,241.5,0.6,47.65,NAN,0.0606,0.0648,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 20:00,2023-09-25,0.4,893.05,4.834,99.997,4.836,0,0,241.5,0.6,50.59,NAN,0.0577,0.0612,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
2023-09-25 21:00,2023-09-25,0,893.35,4.574,99.974,4.573,0,0,241.5,0.6,58.82,NAN,0.0562,0.0593,7.293,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,
